Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
mir-26b,other,,,text,mir-26b,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"xref_bibr, xref_bibr, xref_bibr our study showed that mir-26b directly targets pik3cd, the gene encoding the pi3k p110delta isoform, and inhibits t-all cell proliferation by inactivating the pi3k and akt pathway in vitro and in vivo.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
mir-26-b,other,,,text,mir-26-b,,,gene,other,,,text,gene,,,negative,i,inhibition,,,,,,0.65,indra,we profiled mirnas in pten-deficient mouse t-all and identified mir-26b as a potentially dysregulated gene.,pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
mapk,bioprocess,,,mesh,d020928,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.65,indra,"however, il-2 activates multiple intracellular pathways in addition to stat5 mediated signaling, including mitogen activated protein kinase (mapk) and pi3k-akt-mtor pathways.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
map2k1,protein,,map2k1,uniprot,q02750,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
"lymphoma, t-cell",bioprocess,,,mesh,d016399,,,pi3k akt,other,,,text_norm,pi3k akt,,,negative,i,inhibition,,,,,,0.65,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k / akt activity , and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
"lymphoma, t-cell",bioprocess,,,mesh,d016399,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k/akt activity, and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours.",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ltd,family,,,pfam,pf00932,,,torkinib,simplechemical,,,chebi,chebi:90679,,,positive,i,activation,,,,,,0.65,indra,"pp242 was synthesized by sai advantium pharma ltd (hyderabad, telangana, india).",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
acute enforcement oncogenic tcr signalling lymphocytes,other,,,text_norm,acute enforcement oncogenic tcr signalling lymphocytes,,,expansion cells,other,,,text_norm,expansion cells,,,positive,i,activation,,,,,,0.65,indra,"using a murine model of human t cell lymphoma , we demonstrate that the acute enforcement of oncogenic tcr signalling in lymphocytes drives the strong expansion of these cells in vivo .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
lymphoma,bioprocess,,,mesh,d008223,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
lymphoma,bioprocess,,,mesh,d008223,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
lymphoma,bioprocess,,,mesh,d008223,,,animals,bioprocess,,,mesh,d000818,,,positive,i,activation,,,,,,0.65,indra,+ indicates animals that had to be euthanized because of lymphomas .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
lymphoma,bioprocess,,,mesh,d008223,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ly294002,simplechemical,,,chebi,chebi:65329,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"by contrast, ly294002 and pp242 effectively and uniformly suppressed the proliferation of all cell lines according to dose.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
ly294002,other,,,pubchem,3973,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
ly294002,other,,,pubchem,3973,,,akt,other,,,fplx,akt,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"we demonstrate here that inhibition of the itk protein tyrosine kinase impairs th17 differentiation while positively regulating t reg cell differentiation, both in culture and in vivo.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"nonetheless, cd25 levels were lower on itk -/- activated cd4 + t cells than on wt cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"although itk deficient mice have slightly reduced numbers of foxp3 + cd4 + t cells compared with wt mice, the percentage of cd4 + t cells that express foxp3 is higher because of the overall low numbers of cd4 + t cells in these mice (xref_fig).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
insertion,other,,,text_norm,insertions,,,pdcd1-transposon fusion transcripts,other,,,text_norm,pdcd1-transposon fusion transcripts,,,positive,i,activation,,,,,,0.0,indra,these insertions did not co-exist with common insertions in other loci and resulted in pdcd1-transposon fusion transcripts ( extended data fig. 2f ) .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,rps6,other,,rps6,up,p62753,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,rps6,other,,rps6,up,p62753,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
il-7 receptor-alpha,other,,,text,il-7 receptor-alpha,,,jak3,other,,jak3,up,p52333,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il-7 receptor-alpha,other,,,text,il-7 receptor-alpha,,,jak1,other,,jak1,up,p23458,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ikzf1,protein,,ikzf1,uniprot,q13422,,,kcnj,other,,,fplx,kcnj,,,negative,i,inhibition,,,,,,0.65,indra,"reduced expression of the novel ikaros isoform may relatively increase dominant positive ik1, or vice versa, therefore regulating mir-26b expression (xref_fig and xref_fig).",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
ikk inhibitors,other,,,text,ikk inhibitors,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"however, moderate results have been obtained in t-all, as demonstrated by modest increases in sensitivity to apoptosis of t-all cell lines treated with ikk inhibitors [xref_bibr, xref_bibr] or the proteasome inhibitor bortezomib [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ikb kinase,other,,,text,ikb kinase,,,ikb,other,,,text,ikb,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ikb,other,,,fplx,ikb,,,ikb,other,,,fplx,ikb,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ik,protein,,ik,uniprot,q13123,,,kcnj,other,,,fplx,kcnj,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, co-transfection of ik-dn with ik1 expression plasmid significantly diminished the ik1 dependent luciferase activity in 293-t cells (p < 0.05, xref_fig).",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
igf1r,protein,,igf1r,uniprot,p08069,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"additionally, igf1r is a target of mir-223 and notch1 can regulate igf1r, at least in part by repressing mir-223 [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
igf1r,protein,,igf1r,uniprot,p08069,,,mir-223,other,,,text,mir-223,,,positive,i,activation,,,,,,0.65,indra,"additionally, igf1r is a target of mir-223 and notch1 can regulate igf1r, at least in part by repressing mir-223 [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ifng,protein,,ifng,uniprot,p01579,,,ugcg,protein,,ugcg,uniprot,q16739,,,negative,i,inhibition,,,,,,0.65,indra,"however, ifn-gamma deficiency substantially blocked the elevated frequencies of t fh and gc b cells (xref_fig) and the increased formation of gcs in pten fl/fl foxp3-cre mice (xref_supplementary).",pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
ifng,protein,,ifng,uniprot,p01579,,,fh,protein,,fh,uniprot,p07954,,,negative,i,inhibition,,,,,,0.65,indra,"however, ifn-gamma deficiency substantially blocked the elevated frequencies of t fh and gc b cells (xref_fig) and the increased formation of gcs in pten fl/fl foxp3-cre mice (xref_supplementary).",pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
idelalisib,simplechemical,,,chebi,chebi:82701,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
idelalisib,simplechemical,,,chebi,chebi:82701,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
hypoxia-inducible factor,other,,,text,hypoxia-inducible factor,,,hedgehog,other,,,fplx,hedgehog,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, cell-extrinsic microenvironmental factors such as nutrient availability, hypoxia, chemokines, growth factors and their receptors promote tumor growth through the activation of specific signal transduction pathways including pi3k/akt/mtor signaling, amp activated protein kinase (ampk) signaling, hedgehog signaling, calcineurin and nuclear factors of activated t-cells (nfat) signaling, wnt signaling and hypoxia inducible factor (hif-1) signaling.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
homo,other,,,text_norm,homo,,,unrestricted t cell growth,other,,,text_norm,unrestricted t cell growth,,,positive,i,activation,,,,,,0.65,indra,"in contrast , a homo - or heterozygous deletion of pd-1 allows unrestricted t cell growth after an oncogenic insult and leads to the rapid development of highly aggressive lymphomas in vivo that are readily transplantable to recipients .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,stat5,other,,,fplx,stat5,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
wnt,family,,,pfam,pf00110,,,hedgehog,other,,,fplx,hedgehog,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, cell-extrinsic microenvironmental factors such as nutrient availability, hypoxia, chemokines, growth factors and their receptors promote tumor growth through the activation of specific signal transduction pathways including pi3k/akt/mtor signaling, amp activated protein kinase (ampk) signaling, hedgehog signaling, calcineurin and nuclear factors of activated t-cells (nfat) signaling, wnt signaling and hypoxia inducible factor (hif-1) signaling.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il2rg,other,,il2rg,up,p31785,,,jak1,other,,jak1,up,p23458,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il2rg,other,,il2rg,up,p31785,,,jak3,other,,jak3,up,p52333,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
injecting tamoxifen itk-sykcd4-creert2 mice,other,,,text_norm,injecting tamoxifen itk-sykcd4-creert2 mice,,,itk-syk,other,,,text_norm,itk-syk,,,positive,i,activation,,,,,,0.65,indra,"we activated itk-syk in vivo by injecting tamoxifen into itk-sykcd4-creert2 mice , isolated cd4 + cells , stimulated them with pd-l1 and subsequently performed an intracellular phosflow analysis .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
il7r,protein,,il7r,uniprot,p16871,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,"previous reports have shown that il7r signaling can activate the pi3k and akt pathway, but in contrast to our study, this was in more mature t lymphocytes 30 or in the il7 dependent tail7 cell line.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7r,protein,,il7r,uniprot,p16871,,,mutations,other,,,text,mutations,,,positive,i,activation,,,,,,0.65,indra,"thus, il-7r activating mutations serve as an alternative mode of inducing enhanced pi3k/akt/mtor signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7r,protein,,il7r,uniprot,p16871,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"previous reports have shown that il7r signaling can activate the pi3k and akt pathway, but in contrast to our study, this was in more mature t lymphocytes 30 or in the il7 dependent tail7 cell line.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7r,other,,il7r,up,p16871,,,jak3,other,,jak3,up,p52333,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7r,other,,il7r,up,p16871,,,jak1,other,,jak1,up,p23458,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7,protein,,il7,uniprot,p13232,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.86,indra,"scf and il7 stimulation of pro t cells results in mutually exclusive activation of akt and stat5, respectively.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7,protein,,il7,uniprot,p13232,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,activation,,,,,,0.65,indra,"in t-all blasts, but not in healthy lymphocytes, il-7 promotes cell cycle entry and cell viability, through the down-regulation of p27 kip1 and up-regulation of bcl2 [xref_bibr, xref_bibr] in a pi3k and akt dependent manner [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7,protein,,il7,uniprot,p13232,,,cell cycle,bioprocess,,,go,go:0007049,,,positive,i,activation,,,,,,0.65,indra,"in t-all blasts, but not in healthy lymphocytes, il-7 promotes cell cycle entry and cell viability, through the down-regulation of p27 kip1 and up-regulation of bcl2 [xref_bibr, xref_bibr] in a pi3k and akt dependent manner [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7,protein,,il7,uniprot,p13232,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"scf and il7 stimulation of pro t cells results in mutually exclusive activation of akt and stat5, respectively.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,up,p13232,,,mtor,other,,mtor,up,p42345,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,text,il-7,,,stat5,other,,,fplx,stat5,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,text,il-7,,,rac,other,,,text,akt and foxo,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,text,il-7,,,jak3,other,,jak3,up,p52333,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,text,il-7,,,jak1,other,,jak1,up,p23458,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
il7,other,,il7,text,il-7,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
pten,protein,,pten,uniprot,p60484,,,mtor,protein,,mtor,uniprot,p42345,,,positive,i,activation,,,,,,0.65,indra,"however, we show here that impaired tcr signaling via loss of itk also leads to a negative feedback loop in which defective repression of pten prevents downstream activation of pi3k- and mtor mediated pathways not just from the tcr, but from multiple cellular inputs.",pmc3949578,['nan'],['nan'],1,10,19,1,29
pten,protein,,pten,uniprot,p60484,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,activation,,,,,,0.65,indra,"despite severe autoimmune diseases, pten fl/fl foxp3-cre mice had increased percentage and numbers of foxp3 + t reg cells in the spleen and lymph nodes (xref_fig, xref_supplementary).",pmc4297581,['nan'],['nan'],1,10,11,1,21
pten,protein,,pten,uniprot,p60484,,,th,protein,,th,uniprot,p07101,,,negative,i,inhibition,,,,,,0.86,indra,"however, under low-dose stimulation, pten inhibition enhanced th (xref_fig) and suppressed treg (xref_fig) induction.",pmc4418530,['nan'],['nan'],1,10,5,1,15
il2,protein,,il2,uniprot,p60568,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,increaseamount,,,,,,0.86,indra,"furthermore, although il-2 and the downstream activation of stat5 are required to induce the expression of foxp3 by t reg cells, il-2 can interfere with the differentiation of th17 cells through the activation of stat5.",pmc3949578,['nan'],['nan'],1,10,5,1,15
