Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
ikk_complex,bioprocess,,,mesh,d051550,,,"transcription, dna-templated",bioprocess,,,go,go:0006351,,,positive,i,activation,,,,,,0.65,indra,"tbk1 and ikkepsilon share structural homology with ikkalpha and ikkbeta, typical ikk components mediating activation of the transcription factor nf-kappab xref_bibr xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,rps6,other,,rps6,up,p62753,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,rps6,other,,rps6,up,p62753,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
il2,other,,il2,up,p60568,,,stat5,other,,,fplx,stat5,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
jnk,bioprocess,,,mesh,d048031,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,increaseamount,,,,,,0.65,indra,"in contrast, jnk phosphorylation of foxo3 allows its nuclear translocation, a necessary prerequisite for bim and bcl2l11 transcription.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
il2r,other,,,fplx,il2r,,,soat1,protein,,soat1,uniprot,p35610,,,positive,i,activation,,,,,,0.65,indra,"for example, engagement of the il-2r on activated t cells results in activation of the jak and stat pathway, as well as the pi3k and mapk pathways, and the combination of these signals is required for the observed proliferation and cell survival in response to il-2.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
il2r,other,,,fplx,il2r,,,jak,other,,,fplx,jak,,,positive,i,activation,,,,,,0.65,indra,"for example, engagement of the il-2r on activated t cells results in activation of the jak and stat pathway, as well as the pi3k and mapk pathways, and the combination of these signals is required for the observed proliferation and cell survival in response to il-2.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,mirna 19b,other,,,text,mirna 19b,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"nonetheless, cd25 levels were lower on itk -/- activated cd4 + t cells than on wt cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,th17,other,,,text,th17,,,positive,i,activation,,,,,,0.65,indra,"we demonstrate here that inhibition of the itk protein tyrosine kinase impairs th17 differentiation while positively regulating t reg cell differentiation, both in culture and in vivo.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,tcr,other,,,fplx,tcr,,,positive,i,activation,,,,,,0.65,indra,"in contrast to other more proximal molecules, loss of itk does not prevent tcr signaling.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,the reduction in s6 phosphorylation in response to both tcr and il-2 in itk-deficient cells suggested that itk deficiency more globally prevented effective activation of pi3k- and mtor-mediated pathways.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,the reduction in s6 phosphorylation in response to both tcr and il-2 in itk deficient cells suggested that itk deficiency more globally prevented effective activation of pi3k- and mtor mediated pathways.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,myc,protein,,myc,uniprot,p01106,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
inpp5d,protein,,inpp5d,uniprot,q92835,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.923,indra,"thus in addition to the direct effect of the loss of mir-155 on increasing foxo3 levels, the loss of ship-1 repression of akt can also have a parallel or added effect on increasing foxo3 levels.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"we demonstrate here that inhibition of the itk protein tyrosine kinase impairs th17 differentiation while positively regulating t reg cell differentiation, both in culture and in vivo.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
ubiquitin,bioprocess,,,mesh,d025801,,,proteasome,bioprocess,,,go,go:0000502,,,negative,i,inhibition,,,,,,0.65,indra,"the "" open "" state of pten is more susceptible to ubiquitin mediated proteasome degradation [xref_bibr].",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"although itk deficient mice have slightly reduced numbers of foxp3 + cd4 + t cells compared with wt mice, the percentage of cd4 + t cells that express foxp3 is higher because of the overall low numbers of cd4 + t cells in these mice (xref_fig).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
ins,protein,,ins,uniprot,p01308,,,dioxygen,simplechemical,,,chebi,chebi:15379,,,positive,i,activation,,,,,,0.65,indra,"studies have shown that the pten protein becomes oxidized in response to the endogenous generation of the reactive oxygen species (ros) stimulated by growth factors and insulin, and this oxidation correlates with a ros dependent activation of downstream akt phosphorylation [xref_bibr, xref_bibr].",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
inpp5d,protein,,inpp5d,uniprot,q92835,,,phosphatidylinositol,simplechemical,,,chebi,chebi:28874,,,positive,i,activation,,,,,,0.65,indra,"ship-1 catalyzes the conversion of pip3 to pi (3,4) p2.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
inpp5d,protein,,inpp5d,uniprot,q92835,,,mir155,gene,,mir155,hgnc,31542,,,positive,i,activation,,,,,,0.65,indra,ship-1 is a direct target of mir-155.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pten,protein,,pten,uniprot,p60484,,,mtor,protein,,mtor,uniprot,p42345,,,positive,d,increaseamount,,,,,,0.65,indra,we demonstrate that differential akt and mammalian target of rapamycin signaling regulates pten transcription via the foxo1 transcription factor.,pmc4418530,['nan'],['nan'],1,10,19,1,29
foxp3,protein,,foxp3,uniprot,q9bzs1,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,increaseamount,,,,,,0.65,indra,"the reduction in the number of foxp3 + cells was less severe at later time points, although akt * could still reduce the intensity of foxp3 expression in positive cells (xref_fig, bottom).",pmc2275380,['nan'],['nan'],1,10,18,1,28
foxp3,protein,,foxp3,uniprot,q9bzs1,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,activation,,,,,,0.65,indra,the forced expression of exogenous foxp3 restored the levels of foxp3 transcripts comparable to those of uninfected cells (xref_fig).,pmc2275380,['nan'],['nan'],1,10,18,1,28
il2,protein,,il2,uniprot,p60568,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,increaseamount,,,,,,"0.65,0.86","indra,indra","in addition, in vitro activation of peripheral cd4 + cd25 - t cells in the presence of tgf-beta and il-2 induces foxp3 expression and conversion to t reg cells in various model systems.,furthermore, although il-2 and the downstream activation of stat5 are required to induce the expression of foxp3 by t reg cells, il-2 can interfere with the differentiation of th17 cells through the activation of stat5.","pmc2275380,pmc3949578","['nan', 'nan']","['nan', 'nan']",2,10,5,1,25
pten,protein,,pten,uniprot,p60484,,,mtor,protein,,mtor,uniprot,p42345,,,positive,i,activation,,,,,,0.65,indra,"however, we show here that impaired tcr signaling via loss of itk also leads to a negative feedback loop in which defective repression of pten prevents downstream activation of pi3k- and mtor mediated pathways not just from the tcr, but from multiple cellular inputs.",pmc3949578,['nan'],['nan'],1,10,10,1,20
jun,protein,,jun,uniprot,p05412,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"c-jun negatively regulates the expression of pten by binding to the activator protein 1 site of the pten promoter, resulting in the concomitant activation of the akt pathway.",pmc4712330,['nan'],['nan'],1,10,10,1,20
pten,protein,,pten,uniprot,p60484,,,th,protein,,th,uniprot,p07101,,,negative,i,inhibition,,,,,,0.86,indra,"however, under low-dose stimulation, pten inhibition enhanced th (xref_fig) and suppressed treg (xref_fig) induction.",pmc4418530,['nan'],['nan'],1,10,5,1,15
il2ra,protein,,il2ra,uniprot,p01589,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,increaseamount,,,,,,0.65,indra,"to explore the functional relevance of a hyperactivated pi3k-akt pathway on t reg cell generation and maintenance, we first used an in vitro system wherein the activation of cd4 + cd25 - cells in the presence of tgf-beta and il-2 induces de novo expression of foxp3.",pmc2275380,['nan'],['nan'],1,10,5,1,15
